Name	Trim Slug	Family	Name	Variation 1	Variation 2	Variation 3	Variation 4	Variation 5	Variation 6
Sicilian Defense: Open, Scheveningen, Matanović Attack	Sicilian-Defense-Open-Scheveningen-Matanovic-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Matanović Attack			
Sicilian Defense: Open, Scheveningen, Matanović, Tal Variation	Sicilian-Defense-Open-Scheveningen-Matanovic-Tal-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Matanović Attack	Tal Variation		
Sicilian Defense: Open, Scheveningen, Sozin Attack	Sicilian-Defense-Open-Scheveningen-Sozin-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Sozin Attack			
Sicilian Defense: Open, Scheveningen, Sozin, Fischer Variation	Sicilian-Defense-Open-Scheveningen-Sozin-Fischer-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Sozin	Fischer Variation		
Sicilian Defense: Open, Scheveningen, Sozin, Flank Variation	Sicilian-Defense-Open-Scheveningen-Sozin-Flank-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Sozin	Flank Variation		
Sicilian Defense: Open, Scheveningen, Sozin, Main Line	Sicilian-Defense-Open-Scheveningen-Sozin-Main-Line	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Sozin	Main Line		
Sicilian Defense: Open, Scheveningen, Sozin, Main Line, Sherbakov Variation	Sicilian-Defense-Open-Scheveningen-Sozin-Main-Line-Sherbakov-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Sozin	Main Line	Sherbakov Variation	
Sicilian Defense: Open, Scheveningen, Sozin, Main Line, Velimirović Attack	Sicilian-Defense-Open-Scheveningen-Sozin-Main-Line-Velimirovic-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Sozin	Main Line	Velimirović Attack	
Sicilian Defense: Open, Scheveningen Variation	Sicilian-Defense-Open-Scheveningen-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation				
Sicilian Defense: Open, Scheveningen, Vītoliņš Variation	Sicilian-Defense-Open-Scheveningen-Vitolins-Variation	Sicilian Defense	Sicilian Defense	Open Variation	Scheveningen Variation	Vītoliņš Variation			
Sicilian Defense: Open Variation	Sicilian-Defense-Open-Variation	Sicilian Defense	Sicilian Defense	Open Variation					
Sicilian Defense: Open, Venice Attack	Sicilian-Defense-Open-Venice-Attack	Sicilian Defense	Sicilian Defense	Open Variation	Venice Attack				
Sicilian Defense: Paulsen-Basman Defense	Sicilian-Defense-Paulsen-Basman-Defense	Sicilian Defense	Sicilian Defense	Paulsen-Basman Defense					
Sicilian Defense: Pin Variation	Sicilian-Defense-Pin-Variation	Sicilian Defense	Sicilian Defense	Pin Variation					
Sicilian Defense: Pin Variation, Jaffé Variation	Sicilian-Defense-Pin-Variation-Jaffe-Variation	Sicilian Defense	Sicilian Defense	Pin Variation	Jaffé Variation				
Sicilian Defense: Pin Variation, Koch Variation	Sicilian-Defense-Pin-Variation-Koch-Variation	Sicilian Defense	Sicilian Defense	Pin Variation	Koch Variation				
Sicilian Defense: Polish Gambit	Sicilian-Defense-Polish-Gambit	Sicilian Defense	Sicilian Defense	Polish Gambit					
Sicilian Defense: Quinteros Variation	Sicilian-Defense-Quinteros-Variation	Sicilian Defense	Sicilian Defense	Quinteros Variation					
Sicilian Defense: Slow Variation	Sicilian-Defense-Slow-Variation	Sicilian Defense	Sicilian Defense	Slow Variation					
Sicilian Defense: Smith-Morra Accepted, Chicago Defense	Sicilian-Defense-Smith-Morra-Accepted-Chicago-Defense	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Chicago Defense				
Sicilian Defense: Smith-Morra Accepted, Classical Formation	Sicilian-Defense-Smith-Morra-Accepted-Classical-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Classical Formation				
Sicilian Defense: Smith-Morra Accepted, Danish Variation	Sicilian-Defense-Smith-Morra-Accepted-Danish-Variation	Center Game	Sicilian Defense	Smith-Morra Accepted	Danish Variation				
Sicilian Defense: Smith-Morra Accepted, Fianchetto Defense	Sicilian-Defense-Smith-Morra-Accepted-Fianchetto-Defense	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Fianchetto Defense				
Sicilian Defense: Smith-Morra Accepted, Fianchetto Defense with 5...g6	Sicilian-Defense-Smith-Morra-Accepted-Fianchetto-Defense-with-5-g6	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Fianchetto Defense	with 5...g6			
Sicilian Defense: Smith-Morra Accepted, Kan Formation	Sicilian-Defense-Smith-Morra-Accepted-Kan-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Kan Formation				
Sicilian Defense: Smith-Morra Accepted, Morphy Defense	Sicilian-Defense-Smith-Morra-Accepted-Morphy-Defense	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Morphy Defense				
Sicilian Defense: Smith-Morra Accepted, Paulsen, Deferred Morphy Defense	Sicilian-Defense-Smith-Morra-Accepted-Paulsen-Deferred-Morphy-Defense	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Paulsen Formation	Deferred Morphy Defense			
Sicilian Defense: Smith-Morra Accepted, Paulsen Formation	Sicilian-Defense-Smith-Morra-Accepted-Paulsen-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Paulsen Formation				
Sicilian Defense: Smith-Morra Accepted, Paulsen, Larsen Defense	Sicilian-Defense-Smith-Morra-Accepted-Paulsen-Larsen-Defense	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Paulsen Formation	Larsen Defense			
Sicilian Defense: Smith-Morra Accepted, Pin Defense	Sicilian-Defense-Smith-Morra-Accepted-Pin-Defense	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Pin Defense				
Sicilian Defense: Smith-Morra Accepted, Scheveningen, Chicago Defense	Sicilian-Defense-Smith-Morra-Accepted-Scheveningen-Chicago-Defense	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Scheveningen Formation	Chicago Defense			
Sicilian Defense: Smith-Morra Accepted, Scheveningen Formation	Sicilian-Defense-Smith-Morra-Accepted-Scheveningen-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Scheveningen Formation				
Sicilian Defense: Smith-Morra Accepted, Taimanov Formation	Sicilian-Defense-Smith-Morra-Accepted-Taimanov-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Accepted	Taimanov Formation				
Sicilian Defense: Smith-Morra, Coles Sicilian Gambit	Sicilian-Defense-Smith-Morra-Coles-Sicilian-Gambit	Sicilian Defense	Sicilian Defense	Smith-Morra	Coles Sicilian Gambit				
Sicilian Defense: Smith-Morra Gambit	Sicilian-Defense-Smith-Morra-Gambit	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit					
Sicilian Defense: Smith-Morra Gambit Accepted	Sicilian-Defense-Smith-Morra-Gambit-Accepted	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit Accepted					
Sicilian Defense: Smith-Morra Gambit Declined, Alapin Formation	Sicilian-Defense-Smith-Morra-Gambit-Declined-Alapin-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit Declined	Alapin Formation				
Sicilian Defense: Smith-Morra Gambit Declined, Center Formation	Sicilian-Defense-Smith-Morra-Gambit-Declined-Center-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit Declined	Center Formation				
Sicilian Defense: Smith-Morra Gambit Declined, Push Variation	Sicilian-Defense-Smith-Morra-Gambit-Declined-Push-Variation	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit Declined	Push Variation				
Sicilian Defense: Smith-Morra Gambit Declined, Push Variation, Dubois Variation	Sicilian-Defense-Smith-Morra-Gambit-Declined-Push-Variation-Dubois-Variation	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit Declined	Push Variation	Dubois Variation			
Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation	Sicilian-Defense-Smith-Morra-Gambit-Declined-Scandinavian-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit Declined	Scandinavian Formation				
Sicilian Defense: Smith-Morra Gambit Declined, Wing Formation	Sicilian-Defense-Smith-Morra-Gambit-Declined-Wing-Formation	Sicilian Defense	Sicilian Defense	Smith-Morra Gambit Declined	Wing Formation				
Sicilian Defense: Smith-Morra, Halász Gambit	Sicilian-Defense-Smith-Morra-Halasz-Gambit	Sicilian Defense	Sicilian Defense	Smith-Morra	Halász Gambit				
Sicilian Defense: Smith-Morra, Morphy, Andreaschek Gambit	Sicilian-Defense-Smith-Morra-Morphy-Andreaschek-Gambit	Sicilian Defense	Sicilian Defense	Smith-Morra	Morphy	Andreaschek Gambit			
Sicilian Defense: Smith-Morra, Morphy Gambit	Sicilian-Defense-Smith-Morra-Morphy-Gambit	Sicilian Defense	Sicilian Defense	Smith-Morra	Morphy Gambit				
Sicilian Defense: Staunton-Cochrane, Gloria Variation	Sicilian-Defense-Staunton-Cochrane-Gloria-Variation	Sicilian Defense	Sicilian Defense	Staunton-Cochrane Variation	Gloria Variation				
Sicilian Defense: Staunton-Cochrane Variation	Sicilian-Defense-Staunton-Cochrane-Variation	Sicilian Defense	Sicilian Defense	Staunton-Cochrane Variation					
Sicilian Defense: Taimanov, Bastrikov, English Attack	Sicilian-Defense-Taimanov-Bastrikov-English-Attack	Sicilian Defense	Sicilian Defense	Taimanov Variation	Bastrikov Variation	English Attack			
Sicilian Defense: Taimanov, Bastrikov, Ponomariov Gambit	Sicilian-Defense-Taimanov-Bastrikov-Ponomariov-Gambit	Sicilian Defense	Sicilian Defense	Taimanov Variation	Bastrikov Variation	Ponomariov Gambit			
Sicilian Defense: Taimanov, Bastrikov Variation	Sicilian-Defense-Taimanov-Bastrikov-Variation	Sicilian Defense	Sicilian Defense	Taimanov Variation	Bastrikov Variation				
Sicilian Defense: Taimanov, Szén, Kasparov Gambit	Sicilian-Defense-Taimanov-Szen-Kasparov-Gambit	Sicilian Defense	Sicilian Defense	Taimanov Variation	Szén Variation	Kasparov Gambit			
Sicilian Defense: Taimanov, Szén, Modern Line	Sicilian-Defense-Taimanov-Szen-Modern-Line	Sicilian Defense	Sicilian Defense	Taimanov Variation	Szén Variation	Modern Line			
Sicilian Defense: Taimanov, Szén Variation	Sicilian-Defense-Taimanov-Szen-Variation	Sicilian Defense	Sicilian Defense	Taimanov Variation	Szén Variation				
Sicilian Defense: Taimanov Variation	Sicilian-Defense-Taimanov-Variation	Sicilian Defense	Sicilian Defense	Taimanov Variation					
Sicilian Defense: Tartakower Variation	Sicilian-Defense-Tartakower-Variation	Sicilian Defense	Sicilian Defense	Tartakower Variation					
Sicilian Defense: Westerinen Attack	Sicilian-Defense-Westerinen-Attack	Sicilian Defense	Sicilian Defense	Westerinen Attack					
Sicilian Defense: Wing, Abrahams Variation	Sicilian-Defense-Wing-Abrahams-Variation	Sicilian Defense	Sicilian Defense	Wing Gambit	Abrahams Variation				
Sicilian Defense: Wing Gambit	Sicilian-Defense-Wing-Gambit	Sicilian Defense	Sicilian Defense	Wing Gambit					
Sicilian Defense: Wing, Marshall, Carlsbad Variation	Sicilian-Defense-Wing-Marshall-Carlsbad-Variation	Sicilian Defense	Sicilian Defense	Wing Gambit	Marshall Variation	Carlsbad Variation			
Sicilian Defense: Wing, Marshall, Marienbad Variation	Sicilian-Defense-Wing-Marshall-Marienbad-Variation	Sicilian Defense	Sicilian Defense	Wing Gambit	Marshall Variation	Marienbad Variation			
Sicilian Defense: Wing, Marshall, Nanu Gambit	Sicilian-Defense-Wing-Marshall-Nanu-Gambit	Sicilian Defense	Sicilian Defense	Wing Gambit	Marshall Variation	Nanu Gambit			
Sicilian Defense: Wing, Marshall, Romanian Defense	Sicilian-Defense-Wing-Marshall-Romanian-Defense	Sicilian Defense	Sicilian Defense	Wing Gambit	Marshall Variation	Romanian Defense			
Sicilian Defense: Wing, Marshall Variation	Sicilian-Defense-Wing-Marshall-Variation	Sicilian Defense	Sicilian Defense	Wing Gambit	Marshall Variation				
Sicilian Defense: Wing, Santasiere Variation	Sicilian-Defense-Wing-Santasiere-Variation	Sicilian Defense	Sicilian Defense	Wing Gambit	Santasiere Variation				
Slav Defense	Slav-Defense	Slav Defense	Slav Defense						
Slav Defense: Anti-Winawer Gambit	Slav-Defense-Anti-Winawer-Gambit	Slav Defense	Slav Defense	Anti-Winawer Gambit					
Slav Defense: Diemer Gambit	Slav-Defense-Diemer-Gambit	Caro-Kann Defense	Slav Defense	Diemer Gambit					
Slav Defense: Exchange, Symmetrical Line	Slav-Defense-Exchange-Symmetrical-Line	Slav Defense	Slav Defense	Exchange Variation	Symmetrical Line				
Slav Defense: Exchange, Symmetrical, Trifunović Variation	Slav-Defense-Exchange-Symmetrical-Trifunovic-Variation	Slav Defense	Slav Defense	Exchange Variation	Symmetrical Line	Trifunović Variation			
Slav Defense: Exchange Variation	Slav-Defense-Exchange-Variation	Slav Defense	Slav Defense	Exchange Variation					
Slav Defense: Modern, Advance System	Slav-Defense-Modern-Advance-System	Slav Defense	Slav Defense	Modern Line	Advance System				
Slav Defense: Modern, Alapin Variation	Slav-Defense-Modern-Alapin-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation				
Slav Defense: Modern, Alapin Variation, Czech, Bled Attack	Slav-Defense-Modern-Alapin-Variation-Czech-Bled-Attack	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Bled Attack		
Slav Defense: Modern, Alapin Variation, Czech, Classical, Dutch Variation	Slav-Defense-Modern-Alapin-Variation-Czech-Classical-Dutch-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Classical System	Dutch Variation	
Slav Defense: Modern, Alapin Variation, Czech, Classical, Lasker Variation	Slav-Defense-Modern-Alapin-Variation-Czech-Classical-Lasker-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Classical System	Lasker Variation	
Slav Defense: Modern, Alapin Variation, Czech, Classical System	Slav-Defense-Modern-Alapin-Variation-Czech-Classical-System	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Classical System		
Slav Defense: Modern, Alapin Variation, Czech, Dutch, Main Line	Slav-Defense-Modern-Alapin-Variation-Czech-Dutch-Main-Line	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Dutch	Main Line	
Slav Defense: Modern, Alapin Variation, Czech, Dutch, Main Line, Sämisch Variation	Slav-Defense-Modern-Alapin-Variation-Czech-Dutch-Main-Line-Samisch-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Dutch	Main Line	Sämisch Variation
Slav Defense: Modern, Alapin Variation, Czech, Krause Attack	Slav-Defense-Modern-Alapin-Variation-Czech-Krause-Attack	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Krause Attack		
Slav Defense: Modern, Alapin Variation, Czech, Krause, Carlsbad, Morozevich Variation	Slav-Defense-Modern-Alapin-Variation-Czech-Krause-Carlsbad-Morozevich-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Krause Attack	Carlsbad Variation	Morozevich Variation
Slav Defense: Modern, Alapin Variation, Czech, Krause, Carlsbad Variation	Slav-Defense-Modern-Alapin-Variation-Czech-Krause-Carlsbad-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Krause Attack	Carlsbad Variation	
Slav Defense: Modern, Alapin Variation, Czech, Krause, Fazekas Gambit	Slav-Defense-Modern-Alapin-Variation-Czech-Krause-Fazekas-Gambit	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Krause Attack	Fazekas Gambit	
Slav Defense: Modern, Alapin Variation, Czech, Krause, Wiesbaden, Sharp Line	Slav-Defense-Modern-Alapin-Variation-Czech-Krause-Wiesbaden-Sharp-Line	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Krause Attack	Wiesbaden Variation	Sharp Line
Slav Defense: Modern, Alapin Variation, Czech, Krause, Wiesbaden Variation	Slav-Defense-Modern-Alapin-Variation-Czech-Krause-Wiesbaden-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation	Krause Attack	Wiesbaden Variation	
Slav Defense: Modern, Alapin Variation, Czech Variation	Slav-Defense-Modern-Alapin-Variation-Czech-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Czech Variation			
Slav Defense: Modern, Alapin Variation, Smyslov Variation	Slav-Defense-Modern-Alapin-Variation-Smyslov-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Smyslov Variation			
Slav Defense: Modern, Alapin Variation, Soultanbéieff Variation	Slav-Defense-Modern-Alapin-Variation-Soultanbeieff-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Soultanbéieff Variation			
Slav Defense: Modern, Alapin Variation, Steiner Variation	Slav-Defense-Modern-Alapin-Variation-Steiner-Variation	Slav Defense	Slav Defense	Modern Line	Alapin Variation	Steiner Variation			
Slav Defense: Modern, Alekhine Variation	Slav-Defense-Modern-Alekhine-Variation	Slav Defense	Slav Defense	Modern Line	Alekhine Variation				
Slav Defense: Modern, Bishop's Game	Slav-Defense-Modern-Bishops-Game	Slav Defense	Slav Defense	Modern Line	Bishop's Game				
Slav Defense: Modern, Bonet Gambit	Slav-Defense-Modern-Bonet-Gambit	Slav Defense	Slav Defense	Modern Line	Bonet Gambit				
Slav Defense: Modern, Breyer Variation	Slav-Defense-Modern-Breyer-Variation	Slav Defense	Slav Defense	Modern Line	Breyer Variation				
Slav Defense: Modern, Chameleon, Advance System	Slav-Defense-Modern-Chameleon-Advance-System	Slav Defense	Slav Defense	Modern Line	Chameleon Variation	Advance System			
Slav Defense: Modern, Chameleon Variation	Slav-Defense-Modern-Chameleon-Variation	Slav Defense	Slav Defense	Modern Line	Chameleon Variation				
Slav Defense: Modern, Exchange Variation	Slav-Defense-Modern-Exchange-Variation	Slav Defense	Slav Defense	Modern Line	Exchange Variation				
Slav Defense: Modern, Geller Gambit	Slav-Defense-Modern-Geller-Gambit	Slav Defense	Slav Defense	Modern Line	Geller Gambit				
Slav Defense: Modern Line	Slav-Defense-Modern-Line	Slav Defense	Slav Defense	Modern Line					
Slav Defense: Modern, Quiet, Pin Defense	Slav-Defense-Modern-Quiet-Pin-Defense	Slav Defense	Slav Defense	Modern Line	Quiet Variation	Pin Defense			
Slav Defense: Modern, Quiet, Schallopp Defense	Slav-Defense-Modern-Quiet-Schallopp-Defense	Slav Defense	Slav Defense	Modern Line	Quiet Variation	Schallopp Defense			
Slav Defense: Modern, Quiet, Schallopp, Exchange, Amsterdam Variation	Slav-Defense-Modern-Quiet-Schallopp-Exchange-Amsterdam-Variation	Slav Defense	Slav Defense	Modern Line	Quiet Variation	Schallopp Defense	Exchange Variation	Amsterdam Variation	
Slav Defense: Modern, Quiet, Schallopp, Exchange, Landau Variation	Slav-Defense-Modern-Quiet-Schallopp-Exchange-Landau-Variation	Slav Defense	Slav Defense	Modern Line	Quiet Variation	Schallopp Defense	Exchange Variation	Landau Variation	
Slav Defense: Modern, Quiet, Schallopp, Exchange Variation	Slav-Defense-Modern-Quiet-Schallopp-Exchange-Variation	Slav Defense	Slav Defense	Modern Line	Quiet Variation	Schallopp Defense	Exchange Variation		
